Contents,Class
Well gladly go fuck yourself you numb fuck.,obscene
ASSHAT FUCKING STUPID ASSHOLE PAIR OF CLOWNSHOES,obscene
no fuckin make me fudge packer 'gwernol'[more like queerhole],obscene
"@KWW and father F*cker, u still didnt give no source haha:P what a sore f*cking loser haha:P",obscene
"You can't fucking block me for 3 months for fucking personal attacks or harassment! You fucking stupid hellhole, you better motherfucking let me vandalize Wikipedia again FRICKEN NOW!",obscene
ow! someone just blocked me! I don't think I can feel my ass!YourCousin,obscene
"I see you like bullshit Fine, have your bullshit.",obscene
go to  die son of  bich,obscene
"I just learned how to suck up to people. You're very good at it, FisherQueen. As for the grammer, it should be fairly obvious that they're typos, now pick out a mistake here, bitch!",obscene
Hey I'm just tellin' like it is you ugly as fuck butt fugly muthafucka!,obscene
You are a raging faggot.  Kill yourself.,obscene
cocksucking bastard,obscene
". I should become a detective for figuring all that out! Oh yeah, I suck cocks. That's how I became a Wikipiedia admin. And because I have a lot of time on my hands. I often feel good about myself knowing that I can ban people from the internets",obscene
Ram it up ur ass very hard till ur eyes water,obscene
You ignoramus! My cousin just did the hitler pictures and the swastikas and what not. I've been the one talking to you you imbecile. I can't believe that people that are stupid like you exist. It makes we want to start playing russian roulette with myself.,obscene
""" Re: AIP Go fuck yourself. -The'FortyFive' """,obscene
"Sweden, LOL Sweden sucks.",obscene
"I haven't vandalized crap.  I just tell it like it is!  You got a fucking problem with me, then maybe you need to take a long look at yourself.  Don't fucking e-mail me again.  Take care.",obscene
moderator on wikipedia moderator on wikipedia are a bunch of twats who like to suck thomas malinas tiny cock,obscene
Your are a filthy fuck go fuck your self,obscene
"""I just got a telegram in the mail...it says......""""GWERNOL IS GAY!!!""""Swear to fuck your mom if you swear to tape it.""",obscene
"And Luke, stay out, son of a bitch!!!!!!!!!!!! ;) 198.228.217.150",obscene
"""Honestly, I don't even remember making those edits in the Orlando Jordan article. However, I was correct for editing out a statement that was not properly sourced. As far as my statement about Kanyon goes, it may have been incorrect, but it's really not a big deal. It's just a discussion page, not the article. Also, you didn't have to write to me in such a disrespectful tone. Finally, learn how to spell. You should have written, """"...you're at the right place to argue with me then,"""" not """"your."""" Put that in your pipe, and smoke it, asshole. """,obscene
You just now made a bunch of reversions. Fuck,obscene
An ass. LOL. The vandalism was about goaste.  96.48.13.234,obscene
Fraggle81 ==I can just make new accounts every time I want to attack you. Proxy. Faggot.==,obscene
THIS DUDE THAT BLOCKED ME IS A FUCKING COCK SUCKER!!!!!!!!!! HEXACHORD SUCK SOME DICK NEGRO,obscene
"Oh noes, an insult on the internets! Get over yourself you moron. Being blocked doesn't affect me in the slightest, I do have a life. Encouraging users like S&P; however just might backfire on whatever topics you like to edit here. I would quite like to see how you would deal with his various issues with not really understanding any policy at all, not BLP, not NPOV, not OR, not TPO, not fucking anything really, especially now he's learned the trick from misguided pompous arses like you that it's best not to even acknowledge such concerns when presented by others, if you can play the 'mommy mommy' card. Unless of course you're as incompetent as they evidently are, in which case, a 'content' dispute between the two of you would be a sight to behold surely. Like two baboons flinging shit at each other while ostensibly visiting a museum.",obscene
How about this You are a cunt?,obscene
Hey I thnk that you an asshole You just love to fuck your momk all day bitch.  Stop Fuckinmg her now!!!!!!!!!!  Got it bitch,obscene
but ew He was a f慣g which is against nature and is the most disgusting thing. Youre not a woman are you? Sexism is wrong. Being wrong is for women.,obscene
Angry Fuck you bitch,obscene
right it's less selective you stupid fuck,obscene
Stop pussy-footing BAN ME! You did it before!,obscene
FUCK OFF THE LOT OF YOU. CRAZY BASTARDS THAT IS ALL YOU ARE.,obscene
IdiotBlanche Barrow was not hit in the face with glass at Dexfield Park. Where did you get this bullshit?,obscene
You Are a fuck head I'm not a vandal so suck cock ass master.  We'll talk after your done with your Mom.,obscene
"I caught you vandalizing a page on wikipedia. Normally right now id block you, but you happen to pull this shit while I'm in a transitional period so I don't wanna block you, I wanna help you. You see the path of the righteous wikipedian is beset on allsides by the inequalities of the selfish and the tyranny of evil men. So basically dont be such a dick and fuck up wikipedia. I worked really hard creating and maintaining this website and many people enjoy my invetnion without causing such harm. But you sir, you are a different animal. I dont think Ive ever caught anyway vandalizing wikipedia before. You sir are a true original. A true renegade. Your so bad ass I cant think straight. Im all bendy and shit and this fervor is giving me the vapors. Please brother, sister or inbetween dont mess up wikipedia. think about the children and do like the cats in my neigborhood do... shit in the sandbox.",obscene
i'll hook your mom you motherfucker. yeah suck my balls and slurp my come. bitch.,obscene
fuck you you're an idiot,obscene
But he's a bitch who made a comment only a bitch would make? ),obscene
"Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER OBOAMA!",obscene
Reason for false info My cousin came to my house and was fucking with my wiki so I'm sorry for any false info on any pages,obscene
FUCK You little bitch the cowboys have no testes,obscene
""" Ahem, wtf are u talking about sire? I do not practice """"vandalism"""".""",obscene
